,TCI_ret,TCI_vol,top10,logvix
2023-04-30,79.60211076978715,78.27704446247282,29.959621889881948,2.880203268847788
2023-05-31,79.36429229678566,77.9109945152948,32.47881932211556,2.870400939747897
2023-06-30,78.20965397968658,75.93556360264759,32.65573928389044,2.638649076927838
2023-07-31,76.71534254219173,74.04773059781833,32.78136050767448,2.635049301788762
2023-08-31,75.54876059607635,73.30155979561864,33.23282177075087,2.7634163452789915
2023-09-30,75.45262053190179,71.73402100735639,32.723845395771676,2.723989167031193
2023-10-31,74.5540127247888,71.43397652958184,33.2549446164524,2.9385123621492584
2023-11-30,75.18057897841211,70.60899132311506,33.63954662989124,2.6445524108993963
2023-12-31,75.06334590775757,71.52424279678704,32.95517181549915,2.543057625980131
2024-01-31,74.18819878712412,72.03729945059365,33.38308508579432,2.5948992818406755
2024-02-29,73.94964942876881,70.66089260231534,34.4593198749947,2.6350493154673953
2024-03-31,72.9269877985086,68.55684762609934,34.17781930456242,2.623762377662672
2024-04-30,72.74242751823124,69.32645887899479,34.63562158844803,2.781159828091986
2024-05-31,72.35524587068439,70.31667369602086,35.95765166580435,2.571883303157821
2024-06-30,71.74260148256407,70.22089456525083,37.66113590936161,2.539776867281035
2024-07-31,68.52875532067763,68.49132308034245,36.42549709414518,2.672077544118489
2024-08-31,68.63338584729482,71.3711485594714,36.141632400985216,2.9607407861522557
2024-09-30,68.96508195506134,70.62847075910562,36.34016048872053,2.877455355550826
2024-10-31,67.46421618634375,68.47963744425543,36.52833669389722,2.9937738361569344
2024-11-30,65.15559931398994,65.0369295621072,36.28709976434958,2.7801227730883538
2024-12-31,64.67871143512268,64.68523777958976,38.88092526970927,2.764190467441463
2025-01-31,66.16167234946803,66.58578388284437,37.94289981011955,2.8181594353999135
2025-02-28,63.46770980634964,64.17116588204054,36.67897174181816,2.8362736771326618
2025-03-31,65.51707154919697,67.8001456464921,35.226290471428015,3.0838085680004133
2025-04-30,79.11262939700593,79.28354907733225,35.87050292812512,3.464678803687262
2025-05-31,81.11737550479631,81.00231050647325,37.35485308720628,3.018332101919372
2025-06-30,80.44507978247303,79.45779881974342,38.07817051421081,2.902245438837573
2025-07-31,79.4169248069675,77.20243054482684,39.40380544798471,2.7930873977549964
2025-08-31,78.08476194154211,75.51269330207279,39.29153697371185,2.756840362388273
2025-09-30,76.37650956183676,74.50046390086736,40.234064816154905,2.7583207583884026
2025-10-31,74.38642918272721,72.16197501230984,41.47103230244253,2.895167007323978
2025-11-30,72.97475217159567,70.09608407505338,41.29786389071834,2.9909312994370865
2025-12-31,72.2689094189133,68.44653104834914,40.75793317426958,2.7439437109279963
2026-01-31,69.65332034434067,70.52485626954783,40.187384561378146,2.7754595945975105
2026-02-28,65.58058006711431,70.89647013708664,38.29729812760085,2.956964097921285
2026-03-31,64.03541914142322,71.0603566055509,38.3599714693793,3.2424680592719715
2026-04-30,63.14311033710975,68.70174976492586,40.43476868946157,2.9862830149580906
2026-05-31,62.6521572617396,66.07433473821236,40.77215585211886,2.847066527961902
2026-06-30,59.95851592670461,63.40903855798241,38.02221409836013,2.888173576671181
2026-07-31,57.245313236442165,59.91625108513176,39.20604516485664,2.841945153171866
2026-08-31,54.79016744025658,56.51140944070734,39.31568019946316,2.7232359018355714
